stock_code,company_name,sheet,row_index,column,gold_value,auto_value,status,mismatch_reason,missing_reason
301563,云汉芯城,交叉校验,6,Col3,,15000,extra,其他,
301563,云汉芯城,交叉校验,6,Col4,,515,extra,其他,
301563,云汉芯城,交叉校验,7,校验项,,批次汇总,extra,文档标注差异,
301563,云汉芯城,交叉校验,7,校验结果,,股份公司第一次增资（C轮-员工股权激励）,extra,文档标注差异,
301563,云汉芯城,交叉校验,7,备注,,4,extra,文档标注差异,
301563,云汉芯城,交叉校验,7,Col3,,120,extra,其他,
301563,云汉芯城,交叉校验,7,Col4,,120,extra,其他,
301563,云汉芯城,交叉校验,8,校验项,,批次汇总,extra,文档标注差异,
301563,云汉芯城,交叉校验,8,校验结果,,股份公司第二次增资（D轮）,extra,文档标注差异,
301563,云汉芯城,交叉校验,8,备注,,1,extra,文档标注差异,
301563,云汉芯城,交叉校验,8,Col3,,5000,extra,其他,
301563,云汉芯城,交叉校验,8,Col4,,113.05,extra,其他,
301563,云汉芯城,交叉校验,9,校验项,,批次汇总,extra,文档标注差异,
301563,云汉芯城,交叉校验,9,校验结果,,股份公司第三次增资（D+轮）,extra,文档标注差异,
301563,云汉芯城,交叉校验,9,备注,,2,extra,文档标注差异,
301563,云汉芯城,交叉校验,9,Col3,,7000,extra,其他,
301563,云汉芯城,交叉校验,9,Col4,,135.66,extra,其他,
301563,云汉芯城,交叉校验,10,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,10,校验结果,,t0/整体变更设立股份公司（2015-12-03）,extra,文档标注差异,
301563,云汉芯城,交叉校验,10,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,10,Col3,,4000,extra,其他,
301563,云汉芯城,交叉校验,10,Col4,,4000,extra,其他,
301563,云汉芯城,交叉校验,10,Col5,,通过,extra,其他,
301563,云汉芯城,交叉校验,11,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,11,校验结果,,2018年4月第一次股权转让后,extra,文档标注差异,
301563,云汉芯城,交叉校验,11,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,11,Col3,,4000,extra,其他,
301563,云汉芯城,交叉校验,11,Col4,,4000,extra,其他,
301563,云汉芯城,交叉校验,11,Col5,,通过,extra,其他,
301563,云汉芯城,交叉校验,12,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,12,校验结果,,2018年7月C轮增资及第二次股权转让后,extra,文档标注差异,
301563,云汉芯城,交叉校验,12,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,12,Col3,,4635,extra,其他,
301563,云汉芯城,交叉校验,12,Col4,,4635,extra,其他,
301563,云汉芯城,交叉校验,12,Col5,,通过,extra,其他,
301563,云汉芯城,交叉校验,13,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,13,校验结果,,2019年8月第三次股权转让后,extra,文档标注差异,
301563,云汉芯城,交叉校验,13,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,13,Col3,,4635,extra,其他,
301563,云汉芯城,交叉校验,13,Col4,,4635,extra,其他,
301563,云汉芯城,交叉校验,13,Col5,,通过,extra,其他,
301563,云汉芯城,交叉校验,14,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,14,校验结果,,2020年5月D轮增资后,extra,文档标注差异,
301563,云汉芯城,交叉校验,14,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,14,Col3,,4748.05,extra,其他,
301563,云汉芯城,交叉校验,14,Col4,,4748.05,extra,其他,
301563,云汉芯城,交叉校验,14,Col5,,通过,extra,其他,
301563,云汉芯城,交叉校验,15,校验项,,股东持股加总,extra,文档标注差异,
301563,云汉芯城,交叉校验,15,校验结果,,2020年9月D+轮增资及第四次股权转让后（IPO前最终结构）,extra,文档标注差异,
301563,云汉芯城,交叉校验,15,备注,,0,extra,文档标注差异,
301563,云汉芯城,交叉校验,15,Col3,,4883.71,extra,其他,
301563,云汉芯城,交叉校验,15,Col4,,4883.71,extra,其他,
301563,云汉芯城,交叉校验,15,Col5,,通过,extra,其他,
301563,云汉芯城,股权转让,0,PDF页码,第58页,无,mismatch,文档标注差异,
301563,云汉芯城,股权转让,0,转让日期,2018年4月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,转让方,丰利财富,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,受让方,天健创投,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,转让股数(万股),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,每股价格(元/股),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,总金额(万元),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,0,原文证据,2018年4月第一次股权转让，丰利财富将所持股份转让给天健创投,自动化提取暂不支持股权转让Sheet，此Sheet需人工补全。Gold标准中已包含。,mismatch,文档标注差异,
301563,云汉芯城,股权转让,1,PDF页码,第58页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,转让日期,2018年6-7月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,转让方,曾烨,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,受让方,国科瑞华/CASREV FUND等,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,转让股数(万股),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,每股价格(元/股),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,总金额(万元),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,1,原文证据,2018年6-7月增资+第二次股权转让,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,PDF页码,第62页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,转让日期,2019年8月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,转让方,为赛咨询,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,受让方,李文发,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,转让股数(万股),40,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,每股价格(元/股),1,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,总金额(万元),40,,missing,,event_not_recognized
301563,云汉芯城,股权转让,2,原文证据,2019年8月，为赛咨询与李文发签署股份转让协议，李文发以40万元受让40万股,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,PDF页码,第62页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,转让日期,2019年8月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,转让方,为赛咨询,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,受让方,秦国君,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,转让股数(万股),40,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,每股价格(元/股),1,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,总金额(万元),40,,missing,,event_not_recognized
301563,云汉芯城,股权转让,3,原文证据,秦国君以40万元受让40万股,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,转让方,曾烨,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,受让方,鸿迪投资,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,转让股数(万股),48,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,总金额(万元),2476.8,,missing,,event_not_recognized
301563,云汉芯城,股权转让,4,原文证据,2020年9月第四次股权转让，曾烨向鸿迪投资转让48万股，每股51.6元,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,转让方,曾烨,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,受让方,郦韩英,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,转让股数(万股),48.4495,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,总金额(万元),2499.99,,missing,,event_not_recognized
301563,云汉芯城,股权转让,5,原文证据,曾烨向郦韩英转让48.4495万股,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,转让方,刘云锋,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,受让方,福建开京,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,转让股数(万股),11.628,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,总金额(万元),600,,missing,,event_not_recognized
301563,云汉芯城,股权转让,6,原文证据,刘云锋向福建开京转让11.628万股,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,转让方,刘云锋,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,受让方,沈笑彦等,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,转让股数(万股),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,总金额(万元),未披露,,missing,,event_not_recognized
301563,云汉芯城,股权转让,7,原文证据,刘云锋向沈笑彦、衣嘉平、余满芬、崔振南、湘裕君源等转让股份,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,转让方,李文发,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,受让方,湘裕君源,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,转让股数(万股),5,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,总金额(万元),258,,missing,,event_not_recognized
301563,云汉芯城,股权转让,8,原文证据,李文发向湘裕君源转让5万股,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,PDF页码,第64页,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,转让日期,2020年9月,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,转让方,秦国君,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,受让方,湘裕君源,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,转让股数(万股),15,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,每股价格(元/股),51.6,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,总金额(万元),774,,missing,,event_not_recognized
301563,云汉芯城,股权转让,9,原文证据,秦国君向湘裕君源转让15万股,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,0,PDF页码,第39页,44,mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,0,增资日期,2012年6月,2021-11-11,mismatch,date_mismatch,
301581,黄山谷捷,认缴流量,0,批次标签,设立,"第一次增资（增资至1,714.2857万元）",mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,0,认购方,昆山谷捷,深圳赛格高技术投资股份有限公司,mismatch,shareholder_name_mismatch,
301581,黄山谷捷,认缴流量,0,认购数量(万股),1000.0,462.8571,mismatch,value_error,
301581,黄山谷捷,认缴流量,0,认购金额(万元),1000.0,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,0,认购价格(元/股),1.0,22.42,mismatch,price_mismatch,
301581,黄山谷捷,认缴流量,0,原文证据,2012年6月12日，谷捷有限由昆山谷捷出资1000万元设立，持股100%,2021 年 9 月 18 日，赛格高技术、上汽科技与黄山供销集团、张俊武、周斌及谷捷有限签署《黄山谷捷散热科技有限公司增资协议》，约定谷捷有限增加注册资本 514.2857 万元，其中赛格高技术认缴 462.8571 万元、上汽科技认缴 51.4286万元，增资价格为 22.42 元/注册资本，出资方式为货币。,mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,1,PDF页码,第43-44页,44,mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,1,增资日期,2021年4月,2021-11-11,mismatch,date_mismatch,
301581,黄山谷捷,认缴流量,1,批次标签,吸收合并,"第一次增资（增资至1,714.2857万元）",mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,1,认购方,黄山供销集团,"SAIC TECHNOLOGIES FUND II, LLC",mismatch,shareholder_name_mismatch,
301581,黄山谷捷,认缴流量,1,认购数量(万股),156.0,51.4286,mismatch,value_error,
301581,黄山谷捷,认缴流量,1,认购金额(万元),以被合并方账面净资产出资,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,1,认购价格(元/股),吸收合并,22.42,mismatch,price_mismatch,
301581,黄山谷捷,认缴流量,1,原文证据,2021年4月吸收合并昆山谷捷，谷捷有限注册资本由1000万元变更为1200万元，黄山供销集团以被合并方昆山谷捷账面净资产出资，增资156万元,2021 年 9 月 18 日，赛格高技术、上汽科技与黄山供销集团、张俊武、周斌及谷捷有限签署《黄山谷捷散热科技有限公司增资协议》，约定谷捷有限增加注册资本 514.2857 万元，其中赛格高技术认缴 462.8571 万元、上汽科技认缴 51.4286万元，增资价格为 22.42 元/注册资本，出资方式为货币。,mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,2,PDF页码,第43-44页,45,mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,2,增资日期,2021年4月,2022-05-26,mismatch,date_mismatch,
301581,黄山谷捷,认缴流量,2,批次标签,吸收合并,"第二次增资（增资至1,804.5113万元）",mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,2,认购方,张俊武,黄山佳捷股权管理中心（有限合伙）,mismatch,shareholder_name_mismatch,
301581,黄山谷捷,认缴流量,2,认购数量(万股),22.0,90.2256,mismatch,value_error,
301581,黄山谷捷,认缴流量,2,认购金额(万元),以被合并方账面净资产出资,2124.8129,mismatch,value_error,
301581,黄山谷捷,认缴流量,2,认购价格(元/股),吸收合并,23.55,mismatch,price_mismatch,
301581,黄山谷捷,认缴流量,2,原文证据,张俊武增资22万元,"2022 年 5 月 20 日，谷捷有限召开股东会，同意将公司的注册资本由1,714.2857 万元增至 1,804.5113 万元，新增注册资本 90.2256 万元由员工持股平台黄山佳捷全额认缴。2022 年 5 月 24 日，谷捷有限与黄山佳捷签署《黄山谷捷散热科技有限公司增资扩股协议》，新增注册资本 90.2256 万元由黄山佳捷全额认缴，增资价格为23.55 元/注册资本，出资方式为货币。黄山佳捷以 2,124.8129 万元认购发行人 90.2256 万元注册资本。",mismatch,文档标注差异,
301581,黄山谷捷,认缴流量,3,PDF页码,第43-44页,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,增资日期,2021年4月,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,批次标签,吸收合并,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,认购方,周斌,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,认购数量(万股),22.0,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,认购金额(万元),以被合并方账面净资产出资,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,认购价格(元/股),吸收合并,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,3,原文证据,周斌增资22万元,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,PDF页码,第44-45页,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,增资日期,2021年11月,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,批次标签,第一次增资,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,认购方,赛格高技术,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,认购数量(万股),462.8571,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,认购金额(万元),10378.4,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,认购价格(元/股),22.42,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,4,原文证据,2021年11月，赛格高技术认缴462.8571万元注册资本，增资价格为22.42元/注册资本,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,PDF页码,第44-45页,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,增资日期,2021年11月,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,批次标签,第一次增资,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,认购方,上汽科技,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,认购数量(万股),51.4286,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,认购金额(万元),1153.07,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,认购价格(元/股),22.42,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,5,原文证据,上汽科技认缴51.4286万元注册资本，增资价格为22.42元/注册资本,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,PDF页码,第45-46页,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,增资日期,2022年5月,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,批次标签,第二次增资,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,认购方,黄山佳捷（员工持股平台）,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,认购数量(万股),90.2256,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,认购金额(万元),2124.81,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,认购价格(元/股),23.55,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,6,原文证据,2022年5月，新增注册资本90.2256万元由员工持股平台黄山佳捷全额认缴，增资价格为23.55元/注册资本,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,PDF页码,第40页,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,增资日期,2022年9月,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,批次标签,整体变更,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,认购方,全体股东,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,认购数量(万股),6000.0,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,认购金额(万元),净资产折股,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,认购价格(元/股),净资产折股,,missing,,event_not_recognized
301581,黄山谷捷,认缴流量,7,原文证据,2022年9月整体变更为股份公司，净资产20152.51万元按1:0.29773折为6000万股,,missing,,event_not_recognized
301581,黄山谷捷,股权存量,0,Col0,,38,extra,其他,
301581,黄山谷捷,股权存量,0,Col1,,t0/报告期初,extra,其他,
301581,黄山谷捷,股权存量,0,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,0,Col3,,1000,extra,其他,
301581,黄山谷捷,股权存量,0,Col4,,1000,extra,其他,
301581,黄山谷捷,股权存量,0,Col5,,昆山谷捷金属制品有限公司,extra,其他,
301581,黄山谷捷,股权存量,0,Col6,,1000,extra,其他,
301581,黄山谷捷,股权存量,0,Col7,,1000,extra,其他,
301581,黄山谷捷,股权存量,0,Col8,,100.00%,extra,其他,
301581,黄山谷捷,股权存量,0,Col9,,"自有限公司设立至报告期期初，公司的股本及股东情况未发生变化。设立时，谷捷有限的股权结构如下：序号 股东姓名/名称 出资额（万元） 出资比例（%）1 昆山谷捷 1,000.00 100.00。合 计 1,000.00 100.00。",extra,其他,
301581,黄山谷捷,股权存量,1,Col0,,43,extra,其他,
301581,黄山谷捷,股权存量,1,Col1,,吸收合并后,extra,其他,
301581,黄山谷捷,股权存量,1,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,1,Col3,,1200,extra,其他,
301581,黄山谷捷,股权存量,1,Col4,,1200,extra,其他,
301581,黄山谷捷,股权存量,1,Col5,,黄山供销集团有限公司,extra,其他,
301581,黄山谷捷,股权存量,1,Col6,,936,extra,其他,
301581,黄山谷捷,股权存量,1,Col7,,936,extra,其他,
301581,黄山谷捷,股权存量,1,Col8,,78.00%,extra,其他,
301581,黄山谷捷,股权存量,1,Col9,,"吸收合并后谷捷有限的注册资本变更为 1,200 万元，其中黄山供销集团出资 936 万元，张俊武出资 132 万元，周斌出资 132 万元。吸收合并后股权结构：黄山供销集团 936.00万元/78.00%，张俊武 132.00万元/11.00%，周斌 132.00万元/11.00%。合计 1,200.00万元/100.00%。",extra,其他,
301581,黄山谷捷,股权存量,2,Col0,,43,extra,其他,
301581,黄山谷捷,股权存量,2,Col1,,吸收合并后,extra,其他,
301581,黄山谷捷,股权存量,2,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,2,Col3,,1200,extra,其他,
301581,黄山谷捷,股权存量,2,Col4,,1200,extra,其他,
301581,黄山谷捷,股权存量,2,Col5,,张俊武,extra,其他,
301581,黄山谷捷,股权存量,2,Col6,,132,extra,其他,
301581,黄山谷捷,股权存量,2,Col7,,132,extra,其他,
301581,黄山谷捷,股权存量,2,Col8,,11.00%,extra,其他,
301581,黄山谷捷,股权存量,2,Col9,,"吸收合并后谷捷有限的注册资本变更为 1,200 万元，其中黄山供销集团出资 936 万元，张俊武出资 132 万元，周斌出资 132 万元。吸收合并后股权结构：黄山供销集团 936.00万元/78.00%，张俊武 132.00万元/11.00%，周斌 132.00万元/11.00%。合计 1,200.00万元/100.00%。",extra,其他,
301581,黄山谷捷,股权存量,3,Col0,,43,extra,其他,
301581,黄山谷捷,股权存量,3,Col1,,吸收合并后,extra,其他,
301581,黄山谷捷,股权存量,3,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,3,Col3,,1200,extra,其他,
301581,黄山谷捷,股权存量,3,Col4,,1200,extra,其他,
301581,黄山谷捷,股权存量,3,Col5,,周斌,extra,其他,
301581,黄山谷捷,股权存量,3,Col6,,132,extra,其他,
301581,黄山谷捷,股权存量,3,Col7,,132,extra,其他,
301581,黄山谷捷,股权存量,3,Col8,,11.00%,extra,其他,
301581,黄山谷捷,股权存量,3,Col9,,"吸收合并后谷捷有限的注册资本变更为 1,200 万元，其中黄山供销集团出资 936 万元，张俊武出资 132 万元，周斌出资 132 万元。吸收合并后股权结构：黄山供销集团 936.00万元/78.00%，张俊武 132.00万元/11.00%，周斌 132.00万元/11.00%。合计 1,200.00万元/100.00%。",extra,其他,
301581,黄山谷捷,股权存量,4,Col0,,44,extra,其他,
301581,黄山谷捷,股权存量,4,Col1,,第一次增资后,extra,其他,
301581,黄山谷捷,股权存量,4,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,4,Col3,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,4,Col4,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,4,Col5,,黄山供销集团有限公司,extra,其他,
301581,黄山谷捷,股权存量,4,Col6,,936,extra,其他,
301581,黄山谷捷,股权存量,4,Col7,,936,extra,其他,
301581,黄山谷捷,股权存量,4,Col8,,54.60%,extra,其他,
301581,黄山谷捷,股权存量,4,Col9,,"本次增资完成后，公司股权结构如下：1 黄山供销集团 936.0000/54.60；2 赛格高技术 462.8571/27.00；3 张俊武 132.0000/7.70；4 周斌 132.0000/7.70；5 上汽科技 51.4286/3.00。合 计 1,714.2857/100.00。",extra,其他,
301581,黄山谷捷,股权存量,5,Col0,,44,extra,其他,
301581,黄山谷捷,股权存量,5,Col1,,第一次增资后,extra,其他,
301581,黄山谷捷,股权存量,5,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,5,Col3,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,5,Col4,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,5,Col5,,深圳赛格高技术投资股份有限公司,extra,其他,
301581,黄山谷捷,股权存量,5,Col6,,462.8571,extra,其他,
301581,黄山谷捷,股权存量,5,Col7,,462.8571,extra,其他,
301581,黄山谷捷,股权存量,5,Col8,,27.00%,extra,其他,
301581,黄山谷捷,股权存量,5,Col9,,"本次增资完成后，公司股权结构如下：1 黄山供销集团 936.0000/54.60；2 赛格高技术 462.8571/27.00；3 张俊武 132.0000/7.70；4 周斌 132.0000/7.70；5 上汽科技 51.4286/3.00。合 计 1,714.2857/100.00。",extra,其他,
301581,黄山谷捷,股权存量,6,Col0,,44,extra,其他,
301581,黄山谷捷,股权存量,6,Col1,,第一次增资后,extra,其他,
301581,黄山谷捷,股权存量,6,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,6,Col3,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,6,Col4,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,6,Col5,,张俊武,extra,其他,
301581,黄山谷捷,股权存量,6,Col6,,132,extra,其他,
301581,黄山谷捷,股权存量,6,Col7,,132,extra,其他,
301581,黄山谷捷,股权存量,6,Col8,,7.70%,extra,其他,
301581,黄山谷捷,股权存量,6,Col9,,"本次增资完成后，公司股权结构如下：1 黄山供销集团 936.0000/54.60；2 赛格高技术 462.8571/27.00；3 张俊武 132.0000/7.70；4 周斌 132.0000/7.70；5 上汽科技 51.4286/3.00。合 计 1,714.2857/100.00。",extra,其他,
301581,黄山谷捷,股权存量,7,Col0,,44,extra,其他,
301581,黄山谷捷,股权存量,7,Col1,,第一次增资后,extra,其他,
301581,黄山谷捷,股权存量,7,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,7,Col3,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,7,Col4,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,7,Col5,,周斌,extra,其他,
301581,黄山谷捷,股权存量,7,Col6,,132,extra,其他,
301581,黄山谷捷,股权存量,7,Col7,,132,extra,其他,
301581,黄山谷捷,股权存量,7,Col8,,7.70%,extra,其他,
301581,黄山谷捷,股权存量,7,Col9,,"本次增资完成后，公司股权结构如下：1 黄山供销集团 936.0000/54.60；2 赛格高技术 462.8571/27.00；3 张俊武 132.0000/7.70；4 周斌 132.0000/7.70；5 上汽科技 51.4286/3.00。合 计 1,714.2857/100.00。",extra,其他,
301581,黄山谷捷,股权存量,8,Col0,,44,extra,其他,
301581,黄山谷捷,股权存量,8,Col1,,第一次增资后,extra,其他,
301581,黄山谷捷,股权存量,8,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,8,Col3,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,8,Col4,,1714.2857,extra,其他,
301581,黄山谷捷,股权存量,8,Col5,,"SAIC TECHNOLOGIES FUND II, LLC",extra,其他,
301581,黄山谷捷,股权存量,8,Col6,,51.4286,extra,其他,
301581,黄山谷捷,股权存量,8,Col7,,51.4286,extra,其他,
301581,黄山谷捷,股权存量,8,Col8,,3.00%,extra,其他,
301581,黄山谷捷,股权存量,8,Col9,,"本次增资完成后，公司股权结构如下：1 黄山供销集团 936.0000/54.60；2 赛格高技术 462.8571/27.00；3 张俊武 132.0000/7.70；4 周斌 132.0000/7.70；5 上汽科技 51.4286/3.00。合 计 1,714.2857/100.00。",extra,其他,
301581,黄山谷捷,股权存量,9,Col0,,45,extra,其他,
301581,黄山谷捷,股权存量,9,Col1,,第二次增资后,extra,其他,
301581,黄山谷捷,股权存量,9,Col2,,有限公司注册资本结构,extra,其他,
301581,黄山谷捷,股权存量,9,Col3,,1804.5113,extra,其他,
301581,黄山谷捷,股权存量,9,Col4,,1804.5113,extra,其他,
301581,黄山谷捷,股权存量,9,Col5,,黄山供销集团有限公司,extra,其他,
301581,黄山谷捷,股权存量,9,Col6,,936,extra,其他,
301581,黄山谷捷,股权存量,9,Col7,,936,extra,其他,
